queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
141,862,MiniTruck,20,11,27,8,78,Wednesday,0,1154
56,379,MiniTruck,16,5,18,6,51,Tuesday,0,239
166,292,Tractor,9,14,27,1,70,Friday,1,1727
78,269,Tractor,17,20,19,1,40,Wednesday,1,1162
128,785,Truck,16,9,15,9,20,Thursday,1,834
65,791,MiniTruck,14,15,20,7,81,Friday,1,757
132,631,Tractor,12,20,11,6,34,Tuesday,1,1883
197,922,Truck,17,7,3,9,46,Thursday,0,967
102,993,Tractor,18,19,0,6,63,Wednesday,1,1385
105,747,MiniTruck,7,14,8,2,55,Tuesday,0,1066
179,571,Pickup,7,13,10,1,97,Wednesday,0,1694
58,673,Tractor,8,15,24,9,28,Wednesday,0,644
22,671,Truck,7,7,18,1,64,Monday,1,187
187,335,Tractor,16,7,13,5,60,Friday,0,957
167,785,Truck,6,16,22,4,62,Wednesday,0,1933
149,522,Tractor,12,10,9,5,65,Wednesday,1,1093
96,879,Tractor,10,19,13,9,37,Saturday,1,1309
137,897,MiniTruck,11,19,4,3,26,Wednesday,0,1834
31,723,Truck,12,4,0,3,74,Friday,1,129
173,618,Pickup,13,18,28,8,75,Saturday,0,2249
150,201,Truck,8,18,12,4,76,Thursday,1,1954
89,872,MiniTruck,16,18,19,5,49,Monday,0,1168
99,411,Pickup,20,6,2,7,41,Wednesday,0,419
86,203,Tractor,15,11,24,9,70,Tuesday,0,718
138,507,Tractor,20,18,10,10,51,Saturday,1,1769
163,154,Pickup,11,7,6,2,61,Friday,1,850
37,903,Truck,13,6,6,9,93,Wednesday,1,201
171,497,MiniTruck,10,5,14,10,53,Wednesday,0,623
158,237,MiniTruck,7,7,5,4,72,Wednesday,1,823
178,205,MiniTruck,6,16,18,7,78,Saturday,0,2047
185,905,Truck,12,12,14,5,20,Saturday,1,1592
95,745,Truck,9,19,10,1,35,Saturday,1,1313
1,350,MiniTruck,13,5,8,8,85,Thursday,0,38
34,257,Pickup,17,9,17,8,50,Wednesday,1,264
103,872,MiniTruck,12,12,4,10,72,Wednesday,0,879
194,824,Truck,15,14,9,8,30,Thursday,1,1925
65,920,Truck,12,20,13,8,56,Saturday,1,954
135,598,Pickup,7,14,27,2,75,Monday,0,1408
143,32,MiniTruck,10,10,11,9,49,Wednesday,0,1020
1,68,Pickup,16,19,1,8,100,Thursday,0,41
64,944,MiniTruck,18,15,7,1,24,Saturday,1,710
163,213,MiniTruck,7,15,4,8,55,Saturday,0,1723
190,107,Tractor,14,7,7,4,27,Friday,1,961
62,828,Truck,7,5,17,8,65,Tuesday,1,274
77,129,Tractor,17,17,0,1,40,Thursday,1,948
69,370,Pickup,7,20,18,5,36,Monday,1,1019
39,904,MiniTruck,14,18,16,3,23,Tuesday,0,525
90,219,Pickup,11,14,4,3,22,Wednesday,0,892
138,313,Truck,9,4,5,6,33,Wednesday,1,409
199,138,Pickup,19,6,19,6,58,Thursday,1,899
39,214,Truck,18,13,30,5,33,Friday,1,431
176,58,Pickup,7,6,6,9,45,Saturday,1,761
18,286,Pickup,9,15,9,8,71,Wednesday,1,233
138,731,MiniTruck,20,13,24,8,72,Tuesday,0,1315
109,600,Tractor,17,13,24,9,69,Thursday,0,1047
117,37,Tractor,7,19,12,2,81,Wednesday,0,1614
36,831,Pickup,10,6,15,3,43,Wednesday,1,208
31,319,MiniTruck,14,20,10,1,35,Friday,0,468
150,619,Truck,15,6,0,2,27,Tuesday,1,652
63,910,Truck,6,7,19,10,23,Thursday,0,328
146,992,MiniTruck,14,11,9,1,47,Friday,0,1162
109,713,Truck,13,19,26,2,88,Thursday,0,1539
153,517,Truck,9,12,10,1,67,Friday,0,1335
171,64,Tractor,10,12,29,7,95,Wednesday,0,1520
158,666,Pickup,10,9,4,6,82,Thursday,0,1026
3,336,Tractor,7,12,10,4,85,Tuesday,0,75
62,192,Truck,9,5,2,10,47,Friday,1,229
163,546,Tractor,8,16,14,3,51,Wednesday,1,1885
26,85,MiniTruck,9,17,3,5,82,Wednesday,1,356
36,620,Pickup,14,8,7,6,63,Tuesday,0,229
137,977,MiniTruck,10,13,22,7,96,Monday,1,1332
132,558,Tractor,11,16,6,5,82,Monday,1,1531
142,679,Truck,7,19,14,2,27,Friday,1,1939
153,421,MiniTruck,10,5,12,6,23,Monday,0,553
51,398,Pickup,17,13,24,2,58,Monday,1,550
117,132,MiniTruck,19,8,2,1,60,Wednesday,0,686
85,781,Truck,9,18,3,9,49,Saturday,1,1089
152,664,Pickup,17,8,25,3,98,Monday,0,941
184,930,Truck,13,18,17,6,84,Wednesday,0,2376
174,651,Tractor,14,8,3,8,75,Friday,1,1008
15,979,Tractor,14,11,8,8,87,Thursday,0,151
105,301,Pickup,18,6,23,7,35,Wednesday,0,483
18,564,Pickup,6,14,0,4,61,Monday,0,194
168,530,Pickup,7,7,22,5,22,Saturday,1,878
111,482,Truck,9,13,30,8,22,Monday,0,1057
102,215,Pickup,10,17,25,5,68,Tuesday,0,1282
170,375,Truck,16,18,8,8,75,Tuesday,0,2171
145,580,Tractor,17,10,23,6,93,Tuesday,0,1089
20,422,MiniTruck,15,18,1,8,28,Friday,0,244
93,514,MiniTruck,7,7,14,2,52,Wednesday,0,503
50,312,Tractor,14,18,10,7,76,Tuesday,0,667
188,128,Truck,7,18,12,7,20,Tuesday,1,2396
157,113,Tractor,12,6,11,5,24,Friday,1,693
103,636,Truck,6,11,18,4,58,Friday,0,846
15,80,Tractor,9,13,20,6,46,Friday,0,181
29,670,Pickup,10,8,4,2,75,Wednesday,0,201
22,389,Pickup,18,6,30,4,69,Saturday,1,189
171,554,MiniTruck,9,18,19,3,89,Monday,1,2243
62,652,Pickup,16,8,8,9,29,Thursday,0,350
157,524,Truck,9,6,2,6,85,Tuesday,1,702
13,571,MiniTruck,18,10,8,3,31,Saturday,0,113
41,117,Tractor,14,20,23,3,95,Monday,1,673
90,338,Pickup,6,14,29,5,51,Tuesday,0,950
24,177,MiniTruck,15,15,20,5,44,Tuesday,1,314
75,745,Tractor,17,9,5,1,79,Friday,0,519
7,358,Truck,19,12,23,1,89,Saturday,0,146
104,663,Pickup,8,11,29,4,71,Friday,0,882
96,122,Truck,13,10,16,6,28,Wednesday,0,700
74,663,Tractor,11,17,15,10,56,Monday,1,923
74,934,Truck,20,13,13,2,76,Wednesday,1,746
82,439,Tractor,18,19,17,1,35,Friday,1,1154
25,755,MiniTruck,7,11,25,1,20,Thursday,0,249
76,56,Pickup,18,7,5,10,93,Tuesday,1,413
39,720,Tractor,18,16,3,9,34,Wednesday,1,447
152,497,Pickup,12,13,29,3,45,Thursday,1,1469
10,483,Truck,16,13,14,6,64,Tuesday,0,133
194,821,Truck,18,11,26,4,60,Saturday,0,1563
27,202,Tractor,8,4,26,1,33,Monday,0,141
69,649,Tractor,10,7,20,6,84,Tuesday,0,402
22,906,Tractor,19,6,24,6,29,Monday,0,136
142,573,Truck,17,14,29,1,69,Thursday,1,1496
154,826,Tractor,11,16,26,2,54,Monday,0,1797
141,761,Truck,10,15,4,9,70,Monday,1,1511
138,626,Tractor,18,6,15,5,53,Thursday,0,621
124,277,MiniTruck,8,8,9,10,99,Wednesday,1,746
103,931,Tractor,15,7,12,1,26,Thursday,1,553
146,315,Truck,17,17,10,9,79,Monday,0,1769
90,149,MiniTruck,6,17,7,6,58,Monday,1,1111
114,558,MiniTruck,9,4,8,5,60,Thursday,1,365
200,924,MiniTruck,16,20,29,2,91,Saturday,1,2912
63,881,Tractor,16,13,24,4,45,Wednesday,0,631
138,971,MiniTruck,7,7,4,8,53,Friday,0,686
99,166,Pickup,17,20,11,3,23,Wednesday,1,1425
171,443,Truck,11,10,4,2,93,Thursday,1,1260
103,403,Pickup,9,20,4,6,72,Friday,0,1468
41,811,Pickup,16,16,2,10,76,Saturday,1,486
138,115,Tractor,14,7,0,3,25,Friday,1,694
184,338,Truck,8,11,26,7,62,Saturday,0,1478
11,774,Tractor,7,4,17,6,78,Friday,0,85
82,556,MiniTruck,19,8,5,1,85,Saturday,1,523
92,149,Truck,13,19,9,9,69,Monday,0,1249
91,788,Pickup,20,11,15,9,31,Monday,1,734
151,74,Pickup,8,18,7,3,84,Wednesday,1,1964
199,524,Pickup,15,19,8,9,52,Saturday,0,2661
134,389,Tractor,18,9,16,7,31,Friday,0,870
113,170,Pickup,18,4,12,6,81,Thursday,0,362
197,743,Pickup,13,8,16,3,59,Monday,1,1170
129,766,Pickup,14,5,8,3,87,Friday,1,517
131,718,Tractor,11,20,12,8,39,Saturday,1,1868
32,943,MiniTruck,10,7,20,6,80,Monday,1,233
112,194,Pickup,15,16,14,3,88,Friday,0,1317
93,517,Pickup,18,15,10,6,28,Wednesday,1,1007
93,641,Tractor,7,12,6,1,96,Friday,1,853
59,182,Truck,14,11,3,6,51,Monday,1,482
171,543,Pickup,18,15,8,9,46,Tuesday,0,1807
109,531,Truck,15,7,15,5,42,Wednesday,0,570
132,898,Pickup,15,18,23,6,72,Thursday,1,1742
26,872,Pickup,16,15,27,3,58,Saturday,0,347
158,487,MiniTruck,14,16,3,4,92,Tuesday,1,1824
121,286,MiniTruck,19,5,1,5,59,Monday,1,455
162,77,Truck,17,17,1,4,21,Thursday,1,1943
62,794,Pickup,9,12,16,7,30,Wednesday,1,561
82,578,Pickup,15,10,9,1,100,Wednesday,1,654
155,967,Tractor,14,12,2,4,80,Monday,1,1349
134,501,Truck,9,10,26,1,31,Wednesday,0,1002
29,538,Tractor,20,16,20,1,75,Saturday,0,399
200,417,Tractor,20,6,15,10,76,Thursday,1,893
165,428,Pickup,6,14,28,8,58,Tuesday,0,1678
89,53,Truck,14,5,28,1,24,Monday,0,376
108,982,Truck,17,16,5,1,35,Monday,0,1234
99,872,Pickup,20,4,23,10,25,Friday,0,305
79,187,Tractor,8,17,23,7,48,Saturday,1,1004
90,430,MiniTruck,11,5,20,5,24,Saturday,1,367
152,716,MiniTruck,18,8,20,6,96,Tuesday,0,921
4,190,Truck,9,14,25,3,23,Thursday,1,106
68,994,Tractor,11,10,4,6,73,Monday,0,502
177,865,Pickup,6,7,25,6,78,Thursday,1,953
80,107,Pickup,20,17,4,2,56,Saturday,1,996
187,597,MiniTruck,16,20,26,5,81,Saturday,0,2695
110,675,Tractor,12,7,15,6,68,Friday,0,585
173,883,Pickup,14,6,28,5,34,Wednesday,1,799
169,50,Truck,16,13,10,8,21,Monday,1,1559
173,36,Truck,13,10,20,4,78,Wednesday,0,1278
27,672,Tractor,14,17,22,2,49,Monday,0,383
157,367,MiniTruck,13,5,2,7,23,Monday,1,559
23,696,MiniTruck,19,13,30,3,64,Saturday,0,292
84,789,Tractor,19,15,7,8,21,Friday,1,897
40,49,Pickup,11,14,20,5,55,Monday,0,444
188,619,MiniTruck,14,8,20,9,37,Monday,1,1099
79,897,Pickup,9,4,16,4,97,Saturday,1,304
123,160,MiniTruck,7,20,7,4,91,Saturday,1,1784
63,329,Truck,6,9,25,7,48,Friday,1,464
74,626,Tractor,11,13,8,10,99,Saturday,1,723
4,478,MiniTruck,19,14,9,6,44,Friday,0,61
40,266,MiniTruck,6,7,14,1,84,Saturday,1,278
125,897,MiniTruck,20,10,16,3,74,Thursday,0,935
144,182,Pickup,11,20,29,8,68,Friday,0,2084
120,608,Truck,6,15,3,4,33,Wednesday,1,1285
150,852,Tractor,15,11,6,9,68,Saturday,0,1174
68,386,Pickup,8,11,12,4,68,Tuesday,1,584
192,744,MiniTruck,20,6,3,5,67,Thursday,1,845
136,756,Pickup,9,17,30,9,87,Monday,1,1709
13,729,Pickup,10,14,3,2,62,Tuesday,1,173
119,855,Truck,14,18,23,2,22,Saturday,0,1550
7,796,Tractor,6,5,7,6,37,Saturday,1,54
84,120,Pickup,16,9,16,7,48,Tuesday,1,579
160,333,Pickup,20,20,28,4,74,Monday,0,2321
38,642,MiniTruck,17,15,20,6,89,Tuesday,0,465
76,790,Pickup,16,7,14,3,80,Monday,0,431
143,603,Truck,9,20,17,8,36,Monday,1,2045
173,154,Tractor,12,4,13,10,68,Thursday,1,529
200,277,Pickup,15,13,19,4,31,Thursday,0,1861
51,971,Tractor,8,4,13,3,55,Saturday,0,187
119,184,Pickup,10,10,10,9,66,Thursday,0,859
200,150,Pickup,17,12,30,4,57,Tuesday,0,1756
85,37,Tractor,10,5,26,10,20,Wednesday,0,329
144,665,Tractor,17,13,11,1,45,Thursday,0,1351
96,32,Tractor,20,16,29,10,42,Wednesday,0,1124
110,89,Pickup,11,6,11,5,31,Friday,0,484
182,202,Pickup,6,5,4,2,47,Thursday,0,662
56,637,Tractor,9,8,29,4,95,Saturday,1,422
184,306,MiniTruck,11,7,29,3,38,Thursday,1,984
167,723,Truck,19,18,26,9,73,Thursday,0,2165
115,971,Pickup,10,13,20,3,20,Thursday,0,1087
127,520,Truck,9,15,21,10,98,Tuesday,0,1394
64,110,Tractor,14,20,10,2,31,Friday,1,940
189,713,Truck,11,12,4,4,29,Monday,0,1598
97,954,Tractor,11,18,8,9,96,Wednesday,1,1274
103,742,Pickup,10,16,22,6,63,Monday,1,1226
116,340,Truck,15,12,7,5,36,Wednesday,1,1006
129,164,MiniTruck,16,4,30,9,66,Saturday,0,427
21,389,MiniTruck,18,12,14,6,21,Saturday,1,211
109,959,MiniTruck,9,12,26,3,63,Wednesday,0,990
39,798,Truck,16,11,22,3,73,Monday,0,371
146,511,MiniTruck,18,4,26,6,78,Friday,1,496
178,863,Pickup,16,10,29,4,64,Tuesday,0,1324
26,552,Pickup,12,6,2,1,96,Thursday,1,173
52,59,Tractor,19,20,28,7,74,Saturday,1,815
63,393,Truck,14,15,26,8,99,Monday,1,754
41,102,MiniTruck,14,16,17,9,41,Saturday,0,486
143,744,MiniTruck,11,7,21,6,33,Monday,0,741
65,433,Pickup,13,11,1,9,89,Monday,1,535
139,699,Truck,14,6,5,8,36,Thursday,1,602
111,34,Truck,7,7,2,6,75,Thursday,0,567
162,143,Truck,6,20,8,9,67,Wednesday,1,2305
180,641,Tractor,19,11,26,9,32,Tuesday,1,1442
5,126,MiniTruck,13,16,12,10,70,Wednesday,1,100
111,109,MiniTruck,15,7,0,2,58,Wednesday,0,566
147,971,Pickup,16,7,14,4,21,Wednesday,0,746
173,963,Truck,20,6,6,9,76,Wednesday,0,749
145,215,Truck,16,4,23,7,33,Thursday,0,447
88,739,MiniTruck,16,19,3,8,81,Thursday,0,1192
30,459,Pickup,10,5,28,2,69,Tuesday,1,204
145,370,Tractor,10,15,8,8,98,Thursday,0,1563
137,944,Truck,14,10,15,3,61,Friday,1,1025
110,129,Pickup,17,10,27,8,60,Monday,0,830
79,586,Truck,18,5,29,3,83,Monday,0,367
102,914,MiniTruck,17,16,11,8,70,Monday,0,1175
93,163,Pickup,8,10,21,8,64,Wednesday,0,701
84,333,Pickup,13,5,3,6,42,Thursday,0,303
126,323,Pickup,15,10,10,9,86,Tuesday,1,933
185,585,MiniTruck,13,7,30,7,71,Wednesday,0,980
73,328,MiniTruck,11,4,27,4,42,Saturday,0,267
32,172,MiniTruck,16,20,20,10,34,Wednesday,0,475
126,290,Tractor,20,14,16,10,33,Wednesday,1,1268
83,326,MiniTruck,20,8,25,8,47,Thursday,0,514
6,284,Truck,12,20,25,10,45,Friday,1,141
43,292,Truck,14,14,29,1,57,Friday,0,504
3,416,Truck,12,19,0,9,83,Thursday,0,54
69,51,Tractor,14,10,30,4,100,Monday,0,581
173,611,Tractor,13,10,7,9,61,Tuesday,0,1228
82,525,Truck,19,8,22,7,83,Tuesday,0,523
139,191,MiniTruck,13,6,25,6,77,Thursday,0,654
186,145,Pickup,11,11,25,7,49,Friday,1,1500
138,808,Pickup,16,5,7,7,34,Friday,1,508
62,648,Pickup,14,9,5,10,85,Saturday,0,413
54,441,Truck,15,14,14,2,80,Friday,0,591
3,72,Tractor,6,15,12,5,52,Monday,1,81
142,628,Pickup,14,19,27,5,86,Tuesday,1,1985
82,946,Tractor,20,10,24,2,89,Saturday,0,660
172,653,Truck,17,8,29,2,61,Saturday,1,1060
62,852,Tractor,6,10,22,7,32,Saturday,1,488
180,209,Tractor,14,19,18,5,80,Tuesday,0,2455
17,899,Truck,15,20,26,3,27,Wednesday,0,294
105,117,Truck,9,11,13,3,91,Friday,1,886
123,825,Truck,7,15,17,10,72,Thursday,0,1331
146,445,MiniTruck,8,17,20,4,21,Tuesday,1,1790
108,649,Truck,18,10,4,8,46,Friday,1,778
112,413,Tractor,15,4,18,2,46,Thursday,1,381
18,877,Tractor,14,10,23,10,29,Saturday,1,171
89,703,Pickup,13,10,24,6,25,Saturday,0,665
34,730,Truck,19,12,15,4,22,Monday,0,314
68,609,Truck,19,18,8,9,87,Tuesday,1,904
26,909,Tractor,16,10,11,7,79,Tuesday,0,222
122,715,Truck,18,4,3,5,81,Tuesday,1,388
190,974,Tractor,13,9,29,3,26,Friday,1,1274
138,722,Truck,15,4,21,2,66,Monday,1,470
73,698,Pickup,8,8,0,7,88,Thursday,1,446
63,439,MiniTruck,9,12,2,6,40,Tuesday,1,550
151,553,Tractor,16,5,27,3,93,Saturday,0,620
18,423,Pickup,11,7,11,2,79,Wednesday,1,158
113,793,Tractor,9,13,6,7,70,Saturday,1,1069
73,468,MiniTruck,16,17,29,6,20,Tuesday,0,918
92,39,MiniTruck,12,20,24,1,33,Wednesday,0,1349
115,834,Pickup,11,5,19,7,24,Tuesday,0,431
117,865,MiniTruck,20,20,10,7,97,Saturday,0,1685
193,733,Pickup,20,11,28,3,42,Friday,0,1554
156,285,MiniTruck,17,19,28,7,50,Saturday,1,2149
56,910,Tractor,15,19,2,3,51,Thursday,0,765
10,466,Truck,15,11,29,8,79,Saturday,0,150
102,142,Pickup,19,5,29,2,90,Thursday,0,454
106,921,Pickup,16,10,8,2,27,Wednesday,1,780
98,519,Tractor,10,8,14,5,36,Monday,1,594
193,544,MiniTruck,8,18,3,8,28,Tuesday,1,2442
88,921,Pickup,18,13,17,7,76,Saturday,0,851
68,867,Tractor,12,12,29,9,93,Tuesday,1,663
22,492,MiniTruck,20,4,28,9,85,Saturday,1,148
177,33,Truck,19,8,11,2,87,Friday,0,1050
143,133,Pickup,6,9,24,6,51,Tuesday,1,971
75,90,Truck,6,9,5,1,29,Tuesday,0,493
19,441,Truck,16,8,4,9,98,Tuesday,1,151
1,779,Pickup,20,9,29,7,51,Tuesday,0,68
145,220,Tractor,16,5,28,1,39,Tuesday,0,580
139,731,MiniTruck,8,7,4,5,21,Monday,1,699
36,153,MiniTruck,7,19,30,5,87,Thursday,0,567
6,430,MiniTruck,18,20,16,3,52,Thursday,1,148
156,45,Tractor,15,4,27,3,79,Thursday,0,521
69,939,MiniTruck,6,9,0,3,75,Saturday,0,463
118,584,Tractor,19,19,5,6,47,Friday,0,1584
179,942,Pickup,10,14,7,8,54,Monday,0,1771
192,210,Pickup,14,12,24,10,24,Friday,1,1657
107,319,Tractor,8,4,13,6,99,Tuesday,0,357
38,289,Tractor,18,9,14,10,26,Thursday,1,265
198,880,MiniTruck,11,18,7,5,91,Saturday,1,2554
70,140,Tractor,19,8,7,7,68,Monday,1,434
47,875,MiniTruck,8,11,1,9,28,Friday,1,365
56,721,Tractor,17,12,19,5,62,Tuesday,0,524
65,384,Tractor,10,8,20,1,65,Tuesday,1,448
175,523,Tractor,14,20,19,1,77,Thursday,0,2523
64,143,Pickup,17,16,7,10,63,Wednesday,0,732
7,851,Tractor,19,8,0,3,75,Thursday,1,82
150,388,Truck,8,19,23,1,60,Thursday,0,2068
183,183,Pickup,9,4,24,4,86,Tuesday,0,591
14,28,Truck,9,4,26,2,34,Monday,0,102
13,600,Tractor,19,9,3,1,45,Friday,1,122
131,127,MiniTruck,7,13,3,8,84,Friday,0,1216
109,395,MiniTruck,6,6,27,7,42,Saturday,1,526
36,628,MiniTruck,20,15,11,4,85,Thursday,0,430
147,509,Truck,11,13,5,3,26,Wednesday,0,1351
36,745,Tractor,13,6,22,6,87,Thursday,1,235
80,280,Pickup,9,9,8,3,57,Thursday,1,554
15,339,Pickup,8,12,16,5,39,Tuesday,0,162
158,43,Truck,7,13,7,2,25,Monday,1,1473
165,82,Pickup,17,4,23,7,78,Saturday,0,526
66,756,Tractor,6,9,8,2,98,Tuesday,1,489
9,535,Truck,11,12,26,3,46,Tuesday,1,156
128,310,Truck,11,7,30,9,35,Tuesday,1,692
46,721,Truck,11,6,21,5,76,Saturday,0,258
146,772,Truck,11,11,14,10,94,Friday,0,1169
184,373,MiniTruck,19,19,4,9,81,Thursday,1,2483
166,875,Truck,14,7,13,3,91,Tuesday,1,890
30,847,Tractor,19,16,4,5,49,Saturday,1,368
170,141,Truck,13,10,22,10,60,Friday,0,1234
39,626,MiniTruck,20,13,8,1,62,Saturday,1,413
69,817,Pickup,9,8,2,9,43,Thursday,0,384
3,901,Pickup,18,8,13,9,73,Monday,0,52
143,970,MiniTruck,10,19,13,1,82,Thursday,1,1980
176,905,Tractor,14,17,15,5,47,Tuesday,0,2132
183,653,MiniTruck,19,8,10,9,85,Monday,1,1075
147,691,Pickup,17,9,11,3,65,Saturday,1,986
143,50,Tractor,17,7,25,6,48,Friday,1,771
56,86,Tractor,7,10,11,3,28,Wednesday,1,434
170,515,MiniTruck,7,18,8,4,28,Friday,0,2160
162,440,Tractor,7,18,24,4,33,Wednesday,1,2108
116,205,Pickup,16,15,9,3,61,Friday,1,1272
189,422,Truck,19,7,18,5,71,Saturday,0,982
31,453,Truck,14,7,26,1,82,Wednesday,1,256
41,383,MiniTruck,16,16,3,6,25,Friday,1,474
84,133,Truck,6,4,27,4,21,Thursday,0,287
89,322,Pickup,7,5,10,8,88,Thursday,0,351
64,661,Pickup,7,10,24,2,31,Friday,1,520
164,156,Pickup,7,5,1,4,73,Thursday,1,615
3,464,Tractor,8,19,19,9,91,Monday,1,111
150,299,MiniTruck,12,5,12,10,63,Wednesday,0,550
85,201,MiniTruck,8,19,22,6,27,Friday,0,1170
27,405,Truck,11,10,28,7,52,Wednesday,0,250
196,87,Pickup,8,11,0,1,51,Monday,0,1531
79,710,MiniTruck,18,9,27,1,87,Tuesday,0,592
81,23,Pickup,14,20,21,9,49,Monday,0,1173
75,626,Pickup,9,20,13,8,72,Friday,1,1103
68,300,Truck,16,8,3,10,28,Thursday,0,370
98,171,Tractor,16,7,15,9,94,Wednesday,0,530
196,442,Truck,9,8,0,1,47,Saturday,0,1118
41,658,Truck,11,13,4,6,97,Wednesday,0,411
130,273,Truck,7,8,3,1,62,Friday,1,777
4,942,Truck,8,12,21,5,39,Saturday,0,80
102,27,Tractor,11,17,15,4,42,Saturday,0,1252
153,145,Pickup,7,9,7,3,26,Friday,1,996
85,925,MiniTruck,6,10,8,4,68,Saturday,1,648
147,128,MiniTruck,14,5,6,1,70,Thursday,1,573
102,723,Tractor,6,4,23,10,24,Tuesday,1,328
82,676,MiniTruck,12,18,12,2,49,Wednesday,0,1075
143,153,Tractor,9,12,27,5,50,Monday,1,1280
122,112,MiniTruck,8,19,4,1,64,Monday,0,1659
155,385,MiniTruck,18,7,9,10,34,Thursday,0,764
165,768,Truck,7,8,16,5,38,Wednesday,1,974
165,112,Pickup,19,9,28,4,37,Saturday,1,1117
191,565,Pickup,8,15,2,4,79,Thursday,0,2037
122,425,Truck,11,15,11,10,21,Friday,1,1298
169,549,Tractor,7,4,6,5,59,Thursday,1,514
56,78,Pickup,10,20,26,3,26,Friday,1,855
199,995,Pickup,14,6,4,8,85,Friday,0,862
193,89,Tractor,8,16,28,10,92,Wednesday,0,2233
156,72,Pickup,8,13,9,3,23,Wednesday,0,1440
6,859,Tractor,6,17,23,6,82,Monday,0,140
144,530,MiniTruck,17,10,6,5,84,Monday,0,1047
19,221,Pickup,18,5,26,5,92,Wednesday,1,164
67,752,Tractor,7,12,5,6,53,Saturday,0,581
117,121,Truck,10,14,14,7,94,Tuesday,0,1200
145,456,Tractor,11,13,24,8,22,Thursday,0,1354
30,501,Pickup,19,15,19,1,65,Tuesday,0,382
68,294,Tractor,18,6,20,10,79,Wednesday,0,335
101,273,MiniTruck,15,5,15,1,25,Friday,1,408
74,83,Pickup,20,11,7,10,82,Tuesday,1,609
30,815,Truck,18,4,28,10,45,Saturday,0,132
23,553,Pickup,17,20,26,4,94,Friday,1,424
148,87,MiniTruck,17,16,19,4,70,Thursday,1,1733
60,617,Truck,16,5,1,10,35,Friday,0,199
123,259,Tractor,18,7,16,10,100,Wednesday,0,654
70,678,Truck,15,19,22,4,55,Friday,1,1005
9,482,Truck,13,19,10,5,66,Monday,1,172
164,766,MiniTruck,20,16,16,7,90,Monday,1,1907
200,521,Pickup,20,5,24,1,31,Saturday,0,760
144,829,MiniTruck,15,18,21,9,78,Monday,0,1868
64,657,Tractor,7,7,15,1,61,Friday,1,386
100,405,Pickup,7,12,30,8,94,Thursday,0,923
131,614,Tractor,12,12,16,2,48,Saturday,0,1150
188,402,Tractor,15,15,23,5,100,Monday,0,2055
90,784,MiniTruck,11,11,0,5,37,Monday,1,711
185,961,Tractor,19,6,22,7,72,Wednesday,0,836
143,930,MiniTruck,6,10,12,5,25,Tuesday,0,1022
111,538,Pickup,20,10,6,3,68,Tuesday,0,814
5,43,Tractor,16,14,16,10,54,Thursday,0,78
145,142,MiniTruck,11,7,10,3,33,Friday,0,738
105,735,Tractor,9,4,17,2,79,Tuesday,1,376
5,980,Pickup,12,6,4,5,36,Monday,1,47
67,97,MiniTruck,12,8,27,1,80,Tuesday,1,481
174,927,MiniTruck,15,12,27,1,35,Saturday,0,1530
99,454,Tractor,20,11,24,7,77,Wednesday,0,827
130,690,Pickup,11,17,23,1,23,Tuesday,0,1601
150,370,Pickup,6,11,9,10,44,Wednesday,1,1180
55,296,Truck,13,16,1,8,96,Saturday,1,657
101,506,Tractor,20,17,23,9,98,Monday,1,1284
48,65,MiniTruck,12,11,29,5,82,Thursday,1,468
66,127,MiniTruck,19,13,24,7,45,Saturday,0,650
78,716,MiniTruck,20,7,19,1,31,Tuesday,0,432
46,613,Truck,10,10,26,10,53,Tuesday,0,370
114,284,Truck,7,14,11,10,78,Tuesday,0,1148
89,414,MiniTruck,8,9,14,2,97,Tuesday,1,646
162,582,Truck,13,15,1,1,93,Thursday,1,1761
2,545,Tractor,20,10,28,9,87,Saturday,0,86
110,596,Pickup,20,11,24,4,87,Tuesday,1,941
131,723,Truck,16,18,4,4,63,Tuesday,0,1678
92,933,Truck,9,17,19,10,41,Friday,1,1138
26,741,Truck,6,9,6,10,80,Thursday,0,185
69,246,Truck,9,13,11,6,28,Thursday,0,645
136,545,Tractor,8,20,19,10,76,Saturday,0,1949
11,399,Pickup,11,12,22,10,89,Monday,0,150
20,794,Truck,15,6,13,7,21,Saturday,0,99
184,140,Tractor,14,7,9,8,32,Wednesday,0,911
142,713,MiniTruck,6,7,25,2,63,Saturday,1,786
8,949,Tractor,9,14,19,7,94,Monday,0,142
118,60,MiniTruck,11,10,0,10,74,Tuesday,1,848
115,104,Pickup,15,20,13,9,45,Monday,0,1631
114,526,Pickup,8,16,1,10,52,Saturday,0,1274
184,952,Pickup,16,13,11,4,80,Friday,1,1739
194,681,Pickup,15,17,17,3,70,Saturday,0,2368
182,432,Tractor,14,4,9,2,77,Friday,1,575
143,569,Tractor,6,11,7,6,26,Monday,0,1110
114,413,Pickup,6,5,5,9,60,Wednesday,0,412
54,588,MiniTruck,16,18,24,2,20,Thursday,1,747
50,816,Truck,13,11,13,8,39,Tuesday,0,406
15,972,Truck,17,4,19,5,65,Friday,1,112
91,698,Truck,9,4,3,3,21,Thursday,0,262
6,877,Truck,12,10,30,5,84,Monday,0,129
6,801,MiniTruck,6,8,24,8,41,Wednesday,1,93
