variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
Basmati,161,2,0,14.0,81,17,inspection
IR-64,182,16,1,12.7,50,25,inspection
Swarna,354,17,4,16.3,76,34,inspection
Sona Masoori,157,14,2,16.4,65,8,inspection
Ponni,272,26,10,14.2,89,37,inspection
Jasmine,214,10,0,12.3,76,83,inspection
Basmati,168,16,5,11.6,89,3,inspection
Jasmine,219,3,8,15.2,57,31,inspection
Jasmine,235,11,1,12.5,95,48,inspection
Swarna,216,8,8,13.7,95,25,inspection
Basmati,226,5,1,12.4,82,81,inspection
Basmati,411,28,14,12.6,69,65,inspection
Jasmine,364,10,4,13.9,89,72,inspection
Swarna,241,14,12,16.7,79,40,inspection
IR-64,237,12,11,12.4,92,77,inspection
Swarna,210,3,2,11.5,77,36,inspection
Jasmine,462,16,3,15.4,54,41,inspection
Basmati,295,26,0,14.2,50,57,inspection
Swarna,160,15,5,12.3,90,2,inspection
Ponni,118,4,2,12.8,51,86,inspection
Ponni,381,9,17,13.6,76,38,inspection
Jasmine,97,6,4,12.5,75,33,inspection
IR-64,258,24,6,14.1,82,82,inspection
Swarna,305,20,14,15.0,74,61,inspection
Swarna,365,3,14,14.2,95,24,inspection
Jasmine,179,11,5,12.6,58,62,inspection
Jasmine,341,3,10,16.5,56,57,inspection
Swarna,401,24,1,16.1,57,77,inspection
Ponni,204,4,7,14.8,84,45,inspection
Basmati,276,3,2,16.5,76,94,inspection
Basmati,358,16,14,16.5,94,19,inspection
Ponni,154,9,5,16.0,82,58,inspection
Sona Masoori,217,20,4,15.6,50,72,inspection
Jasmine,248,6,4,14.8,89,24,inspection
Swarna,330,13,14,14.7,85,64,inspection
Swarna,351,31,3,11.6,53,90,inspection
Jasmine,443,11,3,16.6,54,10,inspection
IR-64,72,6,3,15.9,91,17,inspection
Jasmine,477,40,16,16.6,90,73,inspection
Sona Masoori,415,9,19,15.1,87,80,inspection
Swarna,138,4,5,12.3,52,26,inspection
IR-64,173,12,0,12.7,84,79,inspection
Jasmine,121,7,4,16.6,90,79,inspection
Swarna,467,29,10,12.8,92,58,inspection
Swarna,259,8,0,16.7,84,20,inspection
Ponni,425,33,17,13.1,58,75,inspection
Swarna,228,7,5,12.1,66,87,inspection
Basmati,295,7,0,12.9,51,51,inspection
Ponni,93,6,3,13.1,93,71,inspection
Ponni,380,18,0,12.2,82,89,inspection
Ponni,323,25,8,11.9,63,1,inspection
IR-64,391,35,11,12.7,57,37,inspection
Ponni,119,11,2,15.5,54,89,inspection
Swarna,187,7,0,16.2,51,80,inspection
Swarna,445,6,6,16.5,86,43,inspection
IR-64,493,41,14,16.1,78,12,inspection
Ponni,345,25,4,16.2,50,18,inspection
Jasmine,195,3,3,15.5,57,52,inspection
IR-64,410,34,10,16.6,61,34,inspection
Ponni,452,31,5,13.3,57,83,inspection
IR-64,319,31,11,12.0,81,1,inspection
Swarna,424,13,8,15.0,54,4,inspection
IR-64,149,5,5,13.7,71,76,inspection
IR-64,244,13,1,16.4,84,26,inspection
Swarna,179,17,1,13.2,83,9,inspection
Basmati,463,21,11,15.6,95,55,inspection
Swarna,114,10,0,15.9,60,87,inspection
Sona Masoori,457,31,21,11.8,61,77,inspection
Ponni,455,32,19,16.1,93,43,inspection
Ponni,248,4,4,14.3,57,6,inspection
IR-64,157,14,4,15.6,73,31,inspection
Ponni,263,2,10,14.2,82,75,inspection
Sona Masoori,335,10,7,12.1,58,88,inspection
Sona Masoori,264,3,5,14.1,74,50,inspection
Swarna,347,31,9,14.6,79,67,inspection
Basmati,299,28,8,14.2,93,58,inspection
Ponni,161,6,5,16.0,84,29,inspection
Swarna,442,30,16,11.7,55,1,inspection
Jasmine,190,11,1,14.0,50,80,inspection
Ponni,144,10,5,16.5,63,14,inspection
Ponni,148,5,1,13.1,55,94,inspection
Basmati,449,23,14,13.1,74,72,inspection
Basmati,135,4,3,15.7,86,52,inspection
Sona Masoori,449,22,11,11.6,55,75,inspection
Jasmine,371,3,4,12.7,67,46,inspection
Ponni,246,16,2,12.0,55,25,inspection
Swarna,457,24,8,13.6,74,9,inspection
Sona Masoori,258,19,11,15.1,75,71,inspection
Basmati,467,38,22,15.2,93,17,inspection
Ponni,327,25,15,14.1,83,39,inspection
Sona Masoori,322,14,2,12.1,74,73,inspection
Basmati,190,8,1,16.3,53,41,inspection
Basmati,315,25,12,15.5,60,10,inspection
Swarna,496,6,24,12.5,75,19,inspection
Sona Masoori,268,16,12,11.5,92,34,inspection
Sona Masoori,304,4,9,15.4,60,24,inspection
Sona Masoori,284,28,7,11.8,74,54,inspection
Swarna,184,13,7,15.8,58,12,inspection
Ponni,354,33,12,12.6,72,65,inspection
Jasmine,86,1,3,15.8,69,61,inspection
Basmati,415,16,19,13.9,60,53,inspection
Swarna,498,35,7,16.3,67,12,inspection
Swarna,274,21,12,13.9,71,58,inspection
Sona Masoori,480,5,12,12.1,52,63,inspection
Jasmine,69,5,0,15.2,90,67,inspection
Basmati,351,29,14,13.7,90,75,inspection
Swarna,153,6,3,13.4,71,17,inspection
Basmati,74,3,3,15.3,65,24,inspection
Jasmine,322,27,6,14.9,84,6,inspection
Ponni,280,18,10,15.1,92,88,inspection
IR-64,444,15,3,11.6,66,26,inspection
Ponni,368,16,2,16.1,81,69,inspection
Sona Masoori,413,13,18,15.2,54,91,inspection
Ponni,349,3,0,15.9,50,72,inspection
IR-64,310,18,12,16.4,76,44,inspection
Jasmine,350,31,0,15.0,51,13,inspection
Basmati,281,23,6,13.3,50,18,inspection
Swarna,79,5,2,15.1,88,5,inspection
IR-64,409,4,7,16.4,88,72,inspection
Swarna,369,33,9,16.1,88,73,inspection
IR-64,453,35,4,14.3,67,67,inspection
IR-64,269,12,2,14.6,76,10,inspection
Swarna,403,37,9,16.6,54,58,inspection
IR-64,366,26,17,13.7,93,73,inspection
IR-64,412,35,14,13.5,56,45,inspection
Jasmine,374,28,12,13.9,84,69,inspection
Basmati,109,9,4,15.2,66,41,inspection
Swarna,78,3,1,13.4,84,60,inspection
Basmati,280,4,10,12.4,68,68,inspection
Jasmine,429,35,8,16.7,84,84,inspection
Ponni,362,10,10,15.3,51,12,inspection
Ponni,162,15,6,14.3,53,56,inspection
Sona Masoori,212,6,8,16.1,51,12,inspection
Jasmine,464,27,20,14.4,69,27,inspection
IR-64,339,3,6,15.0,54,39,inspection
Basmati,303,8,5,14.3,93,93,inspection
Swarna,445,10,20,12.5,76,84,inspection
IR-64,84,2,1,14.2,86,1,inspection
Basmati,218,17,2,13.6,82,36,inspection
IR-64,487,18,23,11.8,52,76,inspection
Swarna,347,28,11,13.7,81,58,inspection
Sona Masoori,460,28,1,16.3,86,0,inspection
Jasmine,352,28,14,14.7,90,83,inspection
Basmati,263,3,7,13.9,54,59,inspection
Sona Masoori,107,9,2,15.5,63,91,inspection
IR-64,223,3,10,14.1,75,17,inspection
Jasmine,380,4,8,14.7,59,67,inspection
Ponni,419,34,16,13.3,51,3,inspection
Basmati,200,14,0,11.9,77,48,inspection
Basmati,432,18,3,13.9,60,63,inspection
IR-64,71,4,0,12.4,78,40,inspection
Ponni,168,4,0,14.5,51,41,inspection
Jasmine,176,12,0,14.9,95,50,inspection
Jasmine,293,6,10,12.5,92,27,inspection
Ponni,371,25,16,12.5,59,29,inspection
Swarna,247,23,11,13.7,80,78,inspection
Swarna,339,6,12,13.2,61,35,inspection
Ponni,204,13,9,12.3,91,71,inspection
Jasmine,78,4,2,16.2,78,45,inspection
Basmati,283,20,6,15.7,83,43,inspection
Basmati,261,20,7,15.9,73,11,inspection
Basmati,130,5,4,13.9,65,33,inspection
Jasmine,375,17,2,15.0,73,11,inspection
Jasmine,326,6,8,14.1,63,41,inspection
Swarna,331,5,4,13.6,66,80,inspection
Swarna,400,37,15,14.1,69,56,inspection
Ponni,288,7,7,15.0,54,2,inspection
Swarna,496,26,14,15.6,61,63,inspection
Swarna,88,4,2,16.1,92,69,inspection
Swarna,284,26,13,15.0,68,93,inspection
Basmati,411,21,19,15.2,92,41,inspection
Swarna,149,4,5,12.3,54,51,inspection
Basmati,107,8,1,14.3,75,40,inspection
Sona Masoori,127,11,4,11.8,54,86,inspection
IR-64,381,25,10,14.8,91,61,inspection
Jasmine,280,22,12,15.0,77,40,inspection
Basmati,283,15,11,15.9,53,13,inspection
Jasmine,239,12,1,14.5,89,53,inspection
Jasmine,231,10,0,13.5,60,23,inspection
IR-64,194,4,6,16.8,73,42,inspection
Jasmine,367,18,14,13.4,81,71,inspection
IR-64,222,5,10,12.1,84,30,inspection
IR-64,141,2,1,15.7,79,91,inspection
Sona Masoori,316,24,9,11.8,59,10,inspection
Sona Masoori,76,3,2,15.3,84,32,inspection
Basmati,244,8,7,13.9,81,31,inspection
IR-64,346,9,17,12.5,88,8,inspection
Jasmine,93,4,2,14.4,90,30,inspection
Jasmine,194,12,6,14.8,65,45,inspection
Ponni,199,5,5,13.6,83,63,inspection
Swarna,221,5,1,14.2,71,54,inspection
Jasmine,157,5,2,14.0,90,18,inspection
Ponni,328,32,11,13.0,86,69,inspection
Ponni,91,3,2,13.5,51,73,inspection
Sona Masoori,477,22,23,13.7,77,37,inspection
Ponni,332,18,16,16.4,87,70,inspection
Basmati,448,10,11,13.1,65,10,inspection
Basmati,467,44,10,12.2,52,74,inspection
Ponni,185,10,6,15.1,52,75,inspection
IR-64,130,8,6,11.7,54,43,inspection
Jasmine,410,18,5,14.2,55,26,inspection
Basmati,208,14,1,16.0,95,49,inspection
IR-64,310,16,5,11.5,84,57,inspection
Ponni,87,2,3,15.5,63,22,inspection
Sona Masoori,303,23,3,12.8,79,65,inspection
Swarna,299,14,14,16.6,84,39,inspection
IR-64,99,2,1,15.6,63,17,inspection
Jasmine,473,23,10,13.4,66,31,inspection
Swarna,180,7,1,11.8,72,70,inspection
Ponni,276,17,8,16.2,67,43,inspection
Ponni,136,12,4,12.2,63,11,inspection
Sona Masoori,136,7,3,13.4,73,64,inspection
Jasmine,375,19,2,12.4,63,2,inspection
Sona Masoori,125,1,2,16.4,71,59,inspection
Sona Masoori,294,20,14,14.1,89,90,inspection
Jasmine,478,43,19,14.9,69,32,inspection
Basmati,436,30,21,15.9,80,41,inspection
Sona Masoori,112,9,3,12.7,57,47,inspection
Swarna,469,9,0,14.3,81,26,inspection
Basmati,140,8,5,13.6,68,40,inspection
IR-64,352,12,9,16.5,77,67,inspection
Jasmine,110,3,1,15.8,86,1,inspection
Jasmine,236,10,8,14.2,80,17,inspection
Jasmine,471,25,1,14.0,52,23,inspection
IR-64,259,2,3,13.1,57,95,inspection
Swarna,476,6,5,12.4,83,70,inspection
Swarna,437,16,21,16.2,95,81,inspection
Sona Masoori,253,18,0,14.9,70,74,inspection
Jasmine,409,28,16,14.8,86,51,inspection
IR-64,441,18,3,15.0,95,30,inspection
Ponni,230,20,9,15.7,61,9,inspection
Ponni,301,4,13,11.5,52,0,inspection
IR-64,125,2,1,16.7,72,30,inspection
Ponni,360,16,13,12.7,95,45,inspection
Ponni,352,15,14,14.3,68,54,inspection
Sona Masoori,487,25,13,16.0,55,36,inspection
Basmati,474,30,2,14.0,72,72,inspection
Sona Masoori,309,14,0,12.5,52,50,inspection
Swarna,323,16,6,14.3,82,46,inspection
Sona Masoori,153,7,1,14.0,62,15,inspection
Basmati,87,0,3,12.3,69,43,inspection
IR-64,124,8,2,15.4,53,88,inspection
Basmati,105,8,4,15.0,77,77,inspection
Jasmine,440,25,8,13.2,69,48,inspection
Swarna,455,33,9,14.9,92,93,inspection
Sona Masoori,202,2,0,12.4,82,39,inspection
Sona Masoori,488,16,10,15.2,63,56,inspection
Basmati,310,9,12,15.4,51,60,inspection
IR-64,152,8,1,12.3,92,87,inspection
Swarna,278,21,12,15.6,60,82,inspection
IR-64,428,8,5,12.7,71,5,inspection
Swarna,312,31,15,13.6,79,68,inspection
Swarna,100,1,4,11.7,91,6,inspection
Ponni,104,9,0,16.0,57,67,inspection
Jasmine,197,5,9,14.1,65,79,inspection
Basmati,320,4,6,15.0,55,36,inspection
Ponni,388,37,18,15.1,64,11,inspection
Basmati,384,26,9,13.4,83,6,inspection
Basmati,315,5,10,15.6,79,42,inspection
Sona Masoori,320,24,2,16.4,64,94,inspection
IR-64,311,10,6,11.8,84,35,inspection
Jasmine,223,14,0,11.6,92,25,inspection
Ponni,247,21,6,15.3,93,38,inspection
Basmati,150,11,7,14.8,60,51,inspection
Swarna,83,2,3,11.8,78,31,inspection
Jasmine,79,2,0,11.9,77,46,inspection
Basmati,464,8,10,15.3,86,62,inspection
IR-64,100,8,0,14.8,84,19,inspection
Jasmine,306,19,10,14.0,76,93,inspection
Jasmine,60,1,1,13.8,51,38,inspection
Swarna,65,3,2,14.7,73,49,inspection
Sona Masoori,479,28,3,15.4,85,23,inspection
Sona Masoori,421,23,6,11.6,80,40,inspection
Basmati,347,18,3,15.8,51,74,inspection
IR-64,413,25,20,13.5,57,33,inspection
IR-64,316,5,10,14.8,76,74,inspection
Sona Masoori,397,23,4,14.0,91,50,inspection
Basmati,397,37,13,13.0,87,48,inspection
IR-64,148,10,2,11.7,86,73,inspection
Basmati,330,9,13,15.6,53,1,inspection
Ponni,90,7,1,15.0,95,70,inspection
Jasmine,185,3,7,12.8,68,78,inspection
Sona Masoori,319,31,14,14.2,64,37,inspection
IR-64,103,7,0,16.2,61,56,inspection
Swarna,492,39,7,16.5,78,64,inspection
Swarna,358,8,17,15.9,90,24,inspection
Sona Masoori,345,6,16,12.0,92,60,inspection
Swarna,400,14,3,12.0,50,28,inspection
Swarna,172,6,6,13.8,81,39,inspection
Basmati,114,6,3,14.0,89,8,inspection
Sona Masoori,69,6,0,15.7,51,1,inspection
IR-64,90,2,0,15.9,93,81,inspection
Ponni,361,6,14,11.6,50,10,inspection
IR-64,487,11,8,15.7,91,73,inspection
Jasmine,345,8,13,16.1,54,74,inspection
IR-64,196,14,9,13.0,91,57,inspection
Basmati,253,15,11,11.9,69,54,inspection
Basmati,412,37,19,14.9,62,26,inspection
Ponni,449,42,14,13.8,81,5,inspection
Ponni,113,11,0,13.0,79,94,inspection
IR-64,417,33,4,15.1,50,65,inspection
Ponni,127,6,3,16.0,74,44,inspection
Ponni,385,22,1,15.8,87,48,inspection
Swarna,266,5,9,13.7,89,74,inspection
Ponni,492,36,11,14.5,60,93,inspection
Swarna,405,19,15,11.6,82,81,inspection
Basmati,293,22,5,16.4,68,68,inspection
Ponni,290,26,6,13.8,70,76,inspection
Swarna,306,17,0,12.6,92,80,inspection
Swarna,222,4,7,11.7,76,67,inspection
IR-64,459,14,10,14.0,64,72,inspection
Basmati,413,10,10,12.0,92,92,inspection
Ponni,267,13,8,15.8,78,6,inspection
Ponni,248,19,9,12.9,75,0,inspection
IR-64,101,1,1,16.7,63,17,inspection
Jasmine,230,13,1,14.2,78,87,inspection
Jasmine,320,31,12,14.3,50,21,inspection
IR-64,361,28,15,15.0,72,42,inspection
Swarna,263,14,7,14.8,63,7,inspection
Swarna,476,36,17,15.1,78,76,inspection
Jasmine,404,8,13,14.7,50,53,inspection
Jasmine,102,8,1,13.3,68,28,inspection
Sona Masoori,348,3,9,15.9,69,58,inspection
Basmati,337,6,7,15.4,81,15,inspection
IR-64,210,17,3,14.7,90,40,inspection
Basmati,163,5,3,13.7,53,78,inspection
IR-64,383,37,3,15.2,94,50,inspection
Sona Masoori,318,22,0,14.7,60,71,inspection
Jasmine,186,16,3,12.3,56,47,inspection
Swarna,91,5,0,11.8,89,9,inspection
Sona Masoori,63,4,2,12.9,71,91,inspection
IR-64,426,39,18,16.2,80,10,inspection
Ponni,402,6,2,16.7,59,22,inspection
Ponni,358,4,16,14.9,52,40,inspection
Swarna,115,6,1,16.1,90,11,inspection
Swarna,421,19,19,12.9,55,35,inspection
Basmati,213,18,9,13.2,61,31,inspection
Basmati,246,18,1,14.6,76,38,inspection
Jasmine,270,7,2,13.7,51,88,inspection
Ponni,270,10,0,15.3,82,51,inspection
Basmati,194,16,0,12.6,61,40,inspection
Ponni,104,3,0,13.7,64,50,inspection
Swarna,393,31,9,13.8,77,80,inspection
Ponni,380,6,15,12.0,63,33,inspection
IR-64,200,18,2,16.5,67,70,inspection
Ponni,93,3,0,15.1,70,27,inspection
Sona Masoori,402,31,16,12.9,72,94,inspection
Basmati,80,5,2,16.5,74,26,inspection
Basmati,386,30,3,15.4,73,12,inspection
Swarna,103,7,0,11.8,69,79,inspection
IR-64,279,27,3,15.6,67,30,inspection
Swarna,424,7,16,11.6,89,71,inspection
Jasmine,68,6,2,13.4,88,12,inspection
IR-64,350,11,16,15.1,59,84,inspection
Swarna,125,11,2,13.2,64,17,inspection
Swarna,442,38,13,15.7,57,88,inspection
Jasmine,210,11,7,16.7,56,17,inspection
IR-64,61,5,2,16.2,77,22,inspection
Sona Masoori,322,8,5,12.6,91,79,inspection
Swarna,312,14,10,14.5,81,57,inspection
Ponni,283,5,1,11.5,89,10,inspection
IR-64,181,11,2,12.7,95,41,inspection
IR-64,245,10,2,12.6,73,31,inspection
Ponni,499,18,8,13.9,58,91,inspection
Jasmine,71,0,0,15.6,95,88,inspection
Basmati,466,36,9,13.9,81,11,inspection
IR-64,332,5,10,15.0,84,22,inspection
Basmati,206,9,3,13.5,60,12,inspection
Ponni,309,26,4,11.5,83,55,inspection
Jasmine,397,9,14,14.9,78,29,inspection
IR-64,131,11,1,16.6,66,20,inspection
Ponni,431,7,7,12.6,82,95,inspection
Sona Masoori,210,16,9,13.3,58,66,inspection
Ponni,203,7,4,14.0,89,0,inspection
Jasmine,106,3,0,13.8,69,27,inspection
Basmati,294,3,10,14.6,92,93,inspection
IR-64,446,14,2,13.4,61,74,inspection
Basmati,487,17,9,12.9,84,29,inspection
Ponni,360,24,10,13.5,50,70,inspection
Swarna,222,4,6,16.4,66,63,inspection
Sona Masoori,440,40,9,13.2,78,3,inspection
Basmati,465,22,4,15.3,56,90,inspection
Sona Masoori,213,21,2,12.5,78,56,inspection
Basmati,340,19,9,16.4,60,36,inspection
IR-64,279,24,9,12.1,61,66,inspection
Jasmine,181,3,0,11.5,77,70,inspection
Ponni,497,37,15,11.7,61,2,inspection
Sona Masoori,364,36,10,14.2,61,21,inspection
IR-64,242,16,9,12.4,57,0,inspection
Basmati,452,32,11,12.3,90,44,inspection
Sona Masoori,168,14,4,11.8,60,62,inspection
Ponni,493,18,0,16.6,50,21,inspection
Jasmine,145,13,0,12.4,88,71,inspection
Basmati,488,44,6,14.0,86,65,inspection
Ponni,413,38,3,15.8,92,32,inspection
Sona Masoori,178,2,0,12.4,60,38,inspection
Jasmine,299,9,11,14.0,52,1,inspection
Sona Masoori,311,28,8,12.1,72,6,inspection
IR-64,210,18,5,13.5,82,65,inspection
Ponni,249,3,4,15.9,60,86,inspection
Basmati,103,9,2,15.6,58,82,inspection
Swarna,83,5,1,11.6,86,74,inspection
Jasmine,208,16,1,14.6,57,13,inspection
Ponni,91,6,1,12.7,68,64,inspection
IR-64,416,33,15,13.3,93,84,inspection
IR-64,221,7,7,14.7,77,64,inspection
Basmati,449,42,15,12.7,58,72,inspection
Ponni,398,15,19,13.8,81,9,inspection
Jasmine,500,39,8,12.5,86,88,inspection
Ponni,364,6,10,15.5,70,62,inspection
Swarna,403,5,19,16.1,81,6,inspection
Ponni,475,36,1,11.9,91,90,inspection
Basmati,156,10,0,12.7,64,44,inspection
Swarna,151,11,0,12.6,50,43,inspection
Basmati,332,32,6,16.6,84,82,inspection
Sona Masoori,397,23,1,14.9,92,28,inspection
Sona Masoori,92,1,4,13.3,59,14,inspection
Ponni,449,14,15,14.2,71,78,inspection
Sona Masoori,379,14,11,12.3,95,49,inspection
Sona Masoori,303,13,4,12.6,75,83,inspection
Sona Masoori,202,18,0,12.7,63,57,inspection
Jasmine,60,0,0,15.2,86,69,inspection
Sona Masoori,62,1,0,16.3,65,71,inspection
Basmati,180,17,5,12.3,72,33,inspection
Jasmine,220,14,5,11.9,82,77,inspection
Jasmine,356,14,5,14.1,91,84,inspection
Swarna,366,16,10,12.1,68,30,inspection
Sona Masoori,388,24,4,16.3,67,46,inspection
Ponni,164,5,4,11.7,68,78,inspection
Ponni,95,5,1,11.7,50,53,inspection
Ponni,107,2,5,14.7,94,27,inspection
IR-64,103,4,1,13.6,87,21,inspection
Sona Masoori,450,33,10,16.4,94,30,inspection
Sona Masoori,232,2,10,14.5,86,72,inspection
Basmati,70,3,0,14.2,53,48,inspection
Sona Masoori,286,3,11,14.8,73,12,inspection
Basmati,369,16,3,12.4,51,69,inspection
Swarna,208,8,5,14.6,72,88,inspection
Ponni,156,7,5,12.0,73,93,inspection
Basmati,191,17,9,16.2,65,32,inspection
Sona Masoori,466,27,17,12.3,76,66,inspection
Sona Masoori,300,18,5,14.8,90,94,inspection
Jasmine,381,6,8,15.1,61,7,inspection
Jasmine,477,38,2,12.7,81,80,inspection
Jasmine,276,10,12,12.2,95,22,inspection
Ponni,118,8,0,11.9,95,79,inspection
Swarna,297,17,6,13.7,73,12,inspection
Ponni,500,22,10,12.9,58,33,inspection
Jasmine,467,41,22,16.6,53,32,inspection
Basmati,371,20,3,13.9,76,40,inspection
Basmati,212,17,4,16.1,84,38,inspection
Jasmine,468,7,13,13.4,88,50,inspection
Ponni,69,5,0,16.6,54,84,inspection
Ponni,70,2,2,13.3,91,38,inspection
IR-64,392,33,8,15.4,73,18,inspection
IR-64,342,28,16,16.3,89,58,inspection
Jasmine,171,8,3,15.7,93,6,inspection
Jasmine,265,22,8,14.1,94,19,inspection
IR-64,67,5,2,16.6,65,13,inspection
Swarna,361,33,6,14.6,50,51,inspection
Ponni,93,4,0,12.0,58,35,inspection
Swarna,284,11,9,14.4,77,28,inspection
Ponni,275,16,13,15.4,53,13,inspection
Swarna,121,3,5,15.5,76,53,inspection
Ponni,390,3,8,12.7,61,53,inspection
Jasmine,289,11,0,12.4,76,43,inspection
IR-64,125,3,4,15.7,77,12,inspection
Basmati,129,9,6,15.9,50,10,inspection
Ponni,125,8,5,12.6,91,16,inspection
Sona Masoori,145,2,6,13.2,93,28,inspection
Jasmine,264,21,1,14.0,69,2,inspection
Jasmine,467,36,7,13.5,64,14,inspection
Basmati,416,10,17,14.2,70,53,inspection
Jasmine,344,24,13,16.2,71,24,inspection
Basmati,337,14,9,16.4,65,30,inspection
Sona Masoori,236,11,4,12.3,95,75,inspection
Ponni,299,8,9,15.5,74,49,inspection
Jasmine,84,1,3,12.6,58,20,inspection
Ponni,425,4,10,15.6,52,59,inspection
Sona Masoori,485,26,23,15.2,71,43,inspection
Jasmine,104,2,2,16.3,73,12,inspection
IR-64,414,7,11,12.5,50,83,inspection
Sona Masoori,363,26,11,16.3,67,89,inspection
Swarna,283,12,4,15.4,87,91,inspection
Swarna,291,6,1,15.9,56,62,inspection
IR-64,216,15,1,16.7,94,61,inspection
Swarna,234,22,2,13.5,89,92,inspection
Sona Masoori,84,8,0,16.5,61,37,inspection
Swarna,106,3,1,13.6,74,39,inspection
Jasmine,158,14,6,15.4,94,45,inspection
Ponni,377,6,5,13.9,60,8,inspection
Ponni,142,13,4,13.8,50,78,inspection
Jasmine,88,5,0,13.7,80,54,inspection
Jasmine,425,33,10,15.2,57,93,inspection
Jasmine,185,12,1,11.9,54,5,inspection
Jasmine,452,37,4,12.9,52,6,inspection
Sona Masoori,219,12,4,14.6,74,53,inspection
Basmati,105,4,2,11.6,85,76,inspection
Jasmine,152,4,4,12.2,95,67,inspection
IR-64,437,35,3,14.7,60,43,inspection
Basmati,330,26,6,14.4,51,62,inspection
Jasmine,423,34,6,13.8,79,60,inspection
IR-64,352,21,1,13.4,88,21,inspection
Swarna,180,14,3,15.5,60,83,inspection
IR-64,192,13,8,13.9,87,90,inspection
Sona Masoori,99,7,2,13.7,82,33,inspection
Jasmine,121,3,4,14.5,59,20,inspection
Jasmine,198,10,7,14.9,68,35,inspection
Basmati,334,15,10,13.1,72,85,inspection
Jasmine,218,15,1,13.1,71,10,inspection
Jasmine,248,15,3,14.0,89,95,inspection
Swarna,427,12,12,11.8,54,28,inspection
Basmati,179,8,2,16.3,58,56,inspection
Swarna,119,9,2,16.5,58,27,inspection
Basmati,247,22,8,15.4,90,18,inspection
Sona Masoori,488,41,19,12.6,61,1,inspection
Swarna,386,36,18,16.1,63,7,inspection
Swarna,347,26,4,11.6,89,78,inspection
Ponni,262,10,12,12.4,95,61,inspection
IR-64,348,27,13,12.1,88,11,inspection
Ponni,157,14,4,14.4,60,66,inspection
Sona Masoori,321,12,7,16.0,63,92,inspection
Ponni,316,12,5,13.1,90,41,inspection
Swarna,320,5,6,12.1,56,87,inspection
Swarna,317,7,7,13.3,90,52,inspection
Jasmine,445,22,15,13.6,60,86,inspection
Basmati,177,6,3,15.8,57,39,inspection
Basmati,102,6,1,15.3,67,75,inspection
Jasmine,77,5,0,11.9,66,49,inspection
Basmati,224,4,7,13.2,71,0,inspection
IR-64,97,6,2,16.3,93,66,inspection
Ponni,111,10,4,12.6,58,6,inspection
IR-64,88,6,0,14.4,83,79,inspection
Ponni,419,31,3,12.3,61,19,inspection
Basmati,95,8,2,15.8,77,52,inspection
Sona Masoori,479,42,4,15.7,93,51,inspection
Ponni,141,6,2,14.4,74,90,inspection
Jasmine,69,3,0,15.0,88,84,inspection
Jasmine,496,13,16,13.1,92,52,inspection
Ponni,239,4,4,14.6,57,18,inspection
IR-64,86,2,4,12.1,71,28,inspection
Swarna,433,13,1,12.9,77,74,inspection
Swarna,384,13,4,13.2,77,38,inspection
Sona Masoori,197,3,7,14.2,61,15,inspection
Basmati,446,40,7,15.2,61,2,inspection
Basmati,176,13,7,12.4,75,94,inspection
Ponni,489,4,9,13.2,72,40,inspection
Ponni,205,19,8,15.7,50,45,inspection
Jasmine,260,25,6,11.8,60,19,inspection
Ponni,355,28,14,12.6,87,19,inspection
Jasmine,346,30,8,15.4,95,52,inspection
Ponni,67,4,3,12.0,75,80,inspection
Jasmine,152,11,0,14.3,68,39,inspection
IR-64,398,37,17,12.6,77,13,inspection
Sona Masoori,281,14,6,15.9,64,83,inspection
IR-64,314,28,0,16.3,95,17,inspection
Jasmine,479,12,14,14.9,72,6,inspection
Sona Masoori,286,26,6,14.5,64,77,inspection
Ponni,322,17,9,16.0,53,33,inspection
Basmati,455,11,18,14.7,72,33,inspection
Ponni,447,6,2,13.9,68,81,inspection
Basmati,315,22,13,16.6,66,0,inspection
Ponni,297,25,1,14.1,86,44,inspection
Jasmine,265,16,12,14.7,60,17,inspection
IR-64,293,19,5,14.8,87,4,inspection
Ponni,204,10,4,15.1,69,89,inspection
IR-64,177,17,5,11.6,89,88,inspection
Swarna,456,8,7,14.9,56,39,inspection
Ponni,155,3,6,15.6,82,38,inspection
Swarna,311,5,5,15.9,79,35,inspection
Swarna,203,12,8,16.4,74,56,inspection
IR-64,410,12,1,13.8,74,37,inspection
Jasmine,118,5,4,12.0,75,66,inspection
IR-64,219,10,5,11.9,81,15,inspection
Swarna,340,10,12,12.4,76,81,inspection
IR-64,148,12,0,13.2,50,15,inspection
Jasmine,471,34,18,16.5,83,25,inspection
