route,load,variety,priority,preferred_status,eta_minutes,rain_safe
Shirur to Warehouse B,278 bags Swarna,Swarna,11,ready,15,True
Indapur to Warehouse B,147 bags Basmati,Basmati,16,scheduled,176,False
Daund to Warehouse A,383 bags IR-64,IR-64,13,ready,68,True
Chakan to Warehouse A,187 bags IR-64,IR-64,9,ready,86,True
Open Yard C to Warehouse A,475 bags Swarna,Swarna,8,standby,172,False
Chakan to Warehouse B,412 bags Sona Masoori,Sona Masoori,9,scheduled,55,False
Khed to Warehouse A,263 bags Basmati,Basmati,18,ready,34,False
Shirur to Warehouse A,406 bags Swarna,Swarna,12,scheduled,141,False
Hadapsar to Warehouse A,440 bags Swarna,Swarna,3,ready,115,True
Moshi to Warehouse B,392 bags Basmati,Basmati,3,scheduled,111,False
Sanaswadi to Warehouse C,80 bags Sona Masoori,Sona Masoori,19,standby,98,False
Khed to Warehouse C,454 bags IR-64,IR-64,11,scheduled,124,True
Baramati to Warehouse C,177 bags Ponni,Ponni,16,ready,137,False
Open Yard C to Warehouse B,50 bags IR-64,IR-64,8,ready,135,True
Wagholi to Warehouse B,108 bags IR-64,IR-64,15,ready,16,True
Shirur to Warehouse C,450 bags IR-64,IR-64,14,ready,180,False
Open Yard C to Warehouse A,341 bags IR-64,IR-64,13,ready,107,False
Talegaon to Warehouse B,239 bags Basmati,Basmati,11,scheduled,81,True
Hadapsar to Warehouse B,349 bags Ponni,Ponni,19,standby,169,False
Open Yard C to Warehouse C,233 bags Basmati,Basmati,8,ready,91,True
Talegaon to Warehouse C,75 bags Ponni,Ponni,9,ready,23,False
Wagholi to Warehouse B,303 bags Swarna,Swarna,12,scheduled,66,True
Moshi to Warehouse C,423 bags Swarna,Swarna,13,scheduled,170,True
Bhosari to Warehouse B,81 bags Basmati,Basmati,8,scheduled,153,False
Lonikand to Warehouse C,125 bags Ponni,Ponni,15,standby,105,True
Wagholi to Warehouse C,382 bags Basmati,Basmati,8,standby,48,False
Lonikand to Warehouse C,172 bags Ponni,Ponni,11,ready,84,True
Indapur to Warehouse B,81 bags IR-64,IR-64,20,ready,152,True
Wagholi to Warehouse C,267 bags Ponni,Ponni,17,ready,175,True
Shirur to Warehouse C,281 bags Swarna,Swarna,7,ready,59,False
Talegaon to Warehouse B,274 bags Swarna,Swarna,4,standby,104,False
Shirur to Warehouse B,149 bags Swarna,Swarna,18,standby,102,False
Moshi to Warehouse B,130 bags Sona Masoori,Sona Masoori,16,standby,111,False
Bhosari to Warehouse A,170 bags Ponni,Ponni,16,standby,31,False
Sanaswadi to Warehouse C,377 bags IR-64,IR-64,3,scheduled,45,False
Chakan to Warehouse B,493 bags Sona Masoori,Sona Masoori,14,standby,94,False
Pimpri to Warehouse C,329 bags Ponni,Ponni,19,scheduled,125,False
Lonikand to Warehouse B,138 bags Sona Masoori,Sona Masoori,17,standby,61,False
Baramati to Warehouse C,372 bags IR-64,IR-64,5,ready,141,False
Khed to Warehouse C,266 bags Swarna,Swarna,2,scheduled,131,True
Chakan to Warehouse B,97 bags Basmati,Basmati,17,scheduled,161,False
Baramati to Warehouse C,122 bags Basmati,Basmati,15,scheduled,109,True
Hadapsar to Warehouse B,127 bags Ponni,Ponni,17,standby,21,True
Wagholi to Warehouse A,164 bags Swarna,Swarna,8,ready,102,False
Talegaon to Warehouse B,294 bags Sona Masoori,Sona Masoori,3,ready,95,True
Bhosari to Warehouse A,83 bags Ponni,Ponni,4,scheduled,100,True
Baramati to Warehouse A,450 bags Ponni,Ponni,1,ready,21,False
Baramati to Warehouse B,384 bags Swarna,Swarna,20,standby,44,True
Moshi to Warehouse B,492 bags Basmati,Basmati,11,standby,156,True
Hadapsar to Warehouse B,201 bags IR-64,IR-64,12,ready,17,True
Open Yard C to Warehouse A,174 bags IR-64,IR-64,3,standby,40,True
Open Yard C to Warehouse B,407 bags Swarna,Swarna,15,ready,167,True
Wagholi to Warehouse C,351 bags Ponni,Ponni,12,scheduled,129,False
Sanaswadi to Warehouse A,98 bags Swarna,Swarna,1,ready,124,True
Open Yard C to Warehouse C,150 bags IR-64,IR-64,2,standby,83,True
Open Yard C to Warehouse B,239 bags Swarna,Swarna,7,ready,135,True
Chakan to Warehouse C,271 bags IR-64,IR-64,14,scheduled,91,False
Daund to Warehouse B,346 bags Ponni,Ponni,4,standby,118,True
Indapur to Warehouse A,451 bags Swarna,Swarna,15,standby,159,True
Khed to Warehouse A,243 bags Sona Masoori,Sona Masoori,9,standby,163,False
Talegaon to Warehouse C,362 bags IR-64,IR-64,3,standby,172,True
Wagholi to Warehouse B,184 bags IR-64,IR-64,11,standby,125,False
Shirur to Warehouse A,80 bags Ponni,Ponni,19,scheduled,68,False
Talegaon to Warehouse A,98 bags IR-64,IR-64,1,standby,145,True
Daund to Warehouse C,364 bags Ponni,Ponni,7,scheduled,167,True
Moshi to Warehouse B,51 bags Basmati,Basmati,20,ready,91,False
Chakan to Warehouse A,272 bags Ponni,Ponni,2,scheduled,175,False
Shirur to Warehouse A,171 bags Sona Masoori,Sona Masoori,10,scheduled,22,True
Bhosari to Warehouse B,399 bags Basmati,Basmati,14,scheduled,19,True
Indapur to Warehouse C,443 bags IR-64,IR-64,4,ready,69,True
Chakan to Warehouse A,233 bags Swarna,Swarna,9,standby,62,True
Daund to Warehouse A,111 bags Basmati,Basmati,9,scheduled,100,True
Pimpri to Warehouse A,438 bags Swarna,Swarna,20,scheduled,42,False
Bhosari to Warehouse C,459 bags Sona Masoori,Sona Masoori,20,standby,75,False
Wagholi to Warehouse A,300 bags Swarna,Swarna,11,scheduled,160,True
Sanaswadi to Warehouse B,343 bags Basmati,Basmati,18,scheduled,67,False
Sanaswadi to Warehouse C,63 bags Sona Masoori,Sona Masoori,14,scheduled,18,True
Indapur to Warehouse A,224 bags IR-64,IR-64,14,standby,174,False
Wagholi to Warehouse A,361 bags Basmati,Basmati,12,scheduled,65,False
Lonikand to Warehouse C,302 bags IR-64,IR-64,5,standby,15,False
Sanaswadi to Warehouse A,240 bags IR-64,IR-64,11,standby,176,True
Open Yard C to Warehouse A,141 bags Basmati,Basmati,14,scheduled,59,False
Khed to Warehouse C,329 bags Ponni,Ponni,18,standby,91,False
Sanaswadi to Warehouse B,260 bags Basmati,Basmati,18,scheduled,99,False
Open Yard C to Warehouse A,399 bags Swarna,Swarna,19,scheduled,68,True
Daund to Warehouse B,66 bags Basmati,Basmati,15,scheduled,89,True
Moshi to Warehouse C,339 bags IR-64,IR-64,12,standby,160,True
Khed to Warehouse A,170 bags Ponni,Ponni,19,standby,116,False
Baramati to Warehouse B,401 bags Sona Masoori,Sona Masoori,20,scheduled,107,True
Moshi to Warehouse C,476 bags Basmati,Basmati,17,ready,150,True
Wagholi to Warehouse C,146 bags Ponni,Ponni,9,standby,166,True
Sanaswadi to Warehouse C,396 bags Ponni,Ponni,19,standby,98,False
Baramati to Warehouse C,454 bags IR-64,IR-64,20,scheduled,154,True
Hadapsar to Warehouse B,62 bags IR-64,IR-64,15,ready,67,True
Talegaon to Warehouse A,238 bags Ponni,Ponni,18,ready,160,False
Shirur to Warehouse B,155 bags Sona Masoori,Sona Masoori,15,ready,148,False
Shirur to Warehouse A,461 bags IR-64,IR-64,9,standby,166,False
Daund to Warehouse C,110 bags Basmati,Basmati,1,ready,29,True
Shirur to Warehouse A,174 bags Swarna,Swarna,3,ready,23,True
Sanaswadi to Warehouse B,313 bags Basmati,Basmati,10,scheduled,42,True
Khed to Warehouse A,390 bags Basmati,Basmati,17,standby,17,False
Khed to Warehouse B,134 bags Basmati,Basmati,11,standby,161,False
Talegaon to Warehouse B,481 bags Basmati,Basmati,14,standby,84,False
Moshi to Warehouse A,389 bags Ponni,Ponni,18,ready,30,True
Lonikand to Warehouse A,363 bags IR-64,IR-64,5,standby,100,True
Pimpri to Warehouse B,105 bags Swarna,Swarna,14,standby,43,True
Lonikand to Warehouse B,313 bags IR-64,IR-64,6,ready,24,False
Daund to Warehouse B,437 bags IR-64,IR-64,14,standby,48,True
Chakan to Warehouse B,415 bags Ponni,Ponni,10,scheduled,37,True
Sanaswadi to Warehouse A,82 bags IR-64,IR-64,7,standby,20,True
Chakan to Warehouse B,346 bags Swarna,Swarna,11,ready,175,False
Khed to Warehouse B,175 bags IR-64,IR-64,8,scheduled,180,True
Chakan to Warehouse C,207 bags Sona Masoori,Sona Masoori,10,standby,93,False
Chakan to Warehouse A,139 bags Ponni,Ponni,1,scheduled,139,False
Khed to Warehouse C,379 bags Sona Masoori,Sona Masoori,11,standby,146,True
Open Yard C to Warehouse C,364 bags Basmati,Basmati,1,scheduled,84,True
Shirur to Warehouse C,85 bags Swarna,Swarna,18,standby,116,True
Open Yard C to Warehouse B,301 bags IR-64,IR-64,3,standby,143,False
Talegaon to Warehouse B,196 bags Sona Masoori,Sona Masoori,2,ready,164,True
Lonikand to Warehouse B,429 bags Swarna,Swarna,19,scheduled,36,False
Open Yard C to Warehouse B,96 bags Ponni,Ponni,10,scheduled,106,False
Talegaon to Warehouse C,267 bags Basmati,Basmati,8,scheduled,96,True
Talegaon to Warehouse A,297 bags IR-64,IR-64,5,scheduled,93,True
Wagholi to Warehouse C,295 bags IR-64,IR-64,19,scheduled,30,True
Sanaswadi to Warehouse A,366 bags Sona Masoori,Sona Masoori,15,standby,113,False
Indapur to Warehouse A,384 bags IR-64,IR-64,9,standby,23,False
Khed to Warehouse B,480 bags Swarna,Swarna,17,standby,77,True
Wagholi to Warehouse B,440 bags Swarna,Swarna,5,scheduled,110,True
Sanaswadi to Warehouse A,80 bags IR-64,IR-64,9,standby,71,True
Sanaswadi to Warehouse A,107 bags IR-64,IR-64,3,ready,123,False
Bhosari to Warehouse B,144 bags Sona Masoori,Sona Masoori,10,standby,134,False
Shirur to Warehouse C,497 bags Sona Masoori,Sona Masoori,12,ready,172,True
Daund to Warehouse A,294 bags Swarna,Swarna,1,scheduled,47,False
Sanaswadi to Warehouse C,206 bags Ponni,Ponni,15,ready,174,False
Pimpri to Warehouse C,426 bags Ponni,Ponni,15,scheduled,62,False
Chakan to Warehouse C,352 bags Swarna,Swarna,10,standby,31,True
Open Yard C to Warehouse A,487 bags Swarna,Swarna,14,ready,173,False
Baramati to Warehouse A,408 bags Swarna,Swarna,13,standby,70,False
Shirur to Warehouse A,70 bags Swarna,Swarna,4,standby,172,False
Baramati to Warehouse B,74 bags Basmati,Basmati,6,standby,26,True
Moshi to Warehouse A,481 bags Swarna,Swarna,1,scheduled,87,True
Talegaon to Warehouse C,239 bags Ponni,Ponni,8,standby,50,True
Indapur to Warehouse C,93 bags Basmati,Basmati,8,standby,43,False
Lonikand to Warehouse A,270 bags Swarna,Swarna,20,scheduled,135,False
Khed to Warehouse B,499 bags Swarna,Swarna,19,ready,25,False
Moshi to Warehouse A,359 bags Ponni,Ponni,19,ready,32,True
Moshi to Warehouse B,302 bags Ponni,Ponni,15,standby,76,True
Lonikand to Warehouse A,303 bags Sona Masoori,Sona Masoori,11,scheduled,109,False
Sanaswadi to Warehouse A,255 bags Basmati,Basmati,5,standby,118,True
Daund to Warehouse B,223 bags Ponni,Ponni,18,scheduled,88,False
Daund to Warehouse C,485 bags IR-64,IR-64,15,standby,86,False
Khed to Warehouse C,304 bags Basmati,Basmati,1,scheduled,20,False
Khed to Warehouse C,285 bags Sona Masoori,Sona Masoori,3,ready,150,False
Khed to Warehouse B,192 bags Sona Masoori,Sona Masoori,2,standby,139,False
Indapur to Warehouse C,358 bags Basmati,Basmati,6,ready,93,True
Baramati to Warehouse C,472 bags IR-64,IR-64,13,ready,124,True
Wagholi to Warehouse B,325 bags Swarna,Swarna,15,standby,45,True
Chakan to Warehouse A,319 bags IR-64,IR-64,16,scheduled,127,True
Wagholi to Warehouse B,287 bags Basmati,Basmati,19,ready,127,False
Open Yard C to Warehouse C,114 bags Swarna,Swarna,8,scheduled,77,True
Khed to Warehouse C,474 bags Ponni,Ponni,4,ready,121,False
Open Yard C to Warehouse B,111 bags IR-64,IR-64,11,ready,175,False
Open Yard C to Warehouse C,274 bags Ponni,Ponni,15,scheduled,22,False
Pimpri to Warehouse C,81 bags Swarna,Swarna,15,scheduled,29,False
Khed to Warehouse C,241 bags Basmati,Basmati,7,standby,20,True
Baramati to Warehouse A,103 bags Basmati,Basmati,4,standby,135,True
Open Yard C to Warehouse C,139 bags Sona Masoori,Sona Masoori,6,scheduled,175,False
Chakan to Warehouse B,403 bags IR-64,IR-64,9,standby,108,False
Open Yard C to Warehouse C,370 bags IR-64,IR-64,11,standby,142,False
Wagholi to Warehouse C,322 bags Basmati,Basmati,14,ready,54,False
Wagholi to Warehouse A,438 bags Basmati,Basmati,7,ready,93,True
Shirur to Warehouse C,119 bags IR-64,IR-64,1,standby,47,True
Wagholi to Warehouse A,51 bags Swarna,Swarna,10,scheduled,118,True
Baramati to Warehouse A,242 bags Basmati,Basmati,6,scheduled,30,True
Daund to Warehouse B,312 bags Swarna,Swarna,14,standby,174,False
Baramati to Warehouse A,274 bags IR-64,IR-64,12,standby,29,True
Talegaon to Warehouse A,426 bags Ponni,Ponni,11,ready,174,True
Indapur to Warehouse A,80 bags Basmati,Basmati,1,ready,103,True
Chakan to Warehouse C,248 bags Sona Masoori,Sona Masoori,11,scheduled,148,False
Wagholi to Warehouse C,229 bags IR-64,IR-64,7,ready,79,False
Moshi to Warehouse A,430 bags Sona Masoori,Sona Masoori,2,scheduled,58,True
Shirur to Warehouse C,242 bags Swarna,Swarna,13,scheduled,23,False
Sanaswadi to Warehouse B,123 bags IR-64,IR-64,6,standby,107,True
Daund to Warehouse B,211 bags Sona Masoori,Sona Masoori,20,ready,136,True
Lonikand to Warehouse C,258 bags Sona Masoori,Sona Masoori,11,scheduled,125,False
Hadapsar to Warehouse A,188 bags IR-64,IR-64,9,standby,60,True
Baramati to Warehouse A,196 bags IR-64,IR-64,3,scheduled,26,False
Baramati to Warehouse A,134 bags IR-64,IR-64,18,ready,79,False
Lonikand to Warehouse C,340 bags IR-64,IR-64,13,ready,90,True
Shirur to Warehouse C,253 bags Sona Masoori,Sona Masoori,3,ready,115,False
Khed to Warehouse C,280 bags IR-64,IR-64,17,scheduled,29,True
Moshi to Warehouse A,462 bags IR-64,IR-64,2,scheduled,104,True
Khed to Warehouse C,127 bags IR-64,IR-64,17,standby,108,True
Talegaon to Warehouse A,288 bags Swarna,Swarna,11,standby,84,False
Indapur to Warehouse C,460 bags Sona Masoori,Sona Masoori,13,scheduled,76,True
Wagholi to Warehouse B,331 bags Ponni,Ponni,13,scheduled,79,False
Sanaswadi to Warehouse B,482 bags Sona Masoori,Sona Masoori,6,ready,41,False
Daund to Warehouse C,237 bags Basmati,Basmati,10,standby,134,True
Hadapsar to Warehouse C,351 bags Ponni,Ponni,16,standby,48,True
Lonikand to Warehouse B,393 bags Swarna,Swarna,3,scheduled,113,True
Wagholi to Warehouse B,392 bags Swarna,Swarna,3,standby,53,False
Khed to Warehouse C,382 bags Basmati,Basmati,9,ready,36,True
Indapur to Warehouse B,151 bags Swarna,Swarna,15,standby,57,False
Baramati to Warehouse A,219 bags Sona Masoori,Sona Masoori,7,ready,120,True
Hadapsar to Warehouse B,468 bags IR-64,IR-64,9,ready,83,False
Indapur to Warehouse B,54 bags Basmati,Basmati,18,ready,37,True
Pimpri to Warehouse C,66 bags Swarna,Swarna,11,ready,75,True
Bhosari to Warehouse A,394 bags Swarna,Swarna,16,scheduled,33,True
Moshi to Warehouse B,310 bags Basmati,Basmati,4,standby,103,True
Khed to Warehouse B,141 bags Ponni,Ponni,3,ready,167,False
Talegaon to Warehouse A,116 bags Ponni,Ponni,5,ready,78,False
Moshi to Warehouse C,276 bags Basmati,Basmati,16,ready,37,False
Chakan to Warehouse B,397 bags Swarna,Swarna,6,standby,81,False
Bhosari to Warehouse C,468 bags Ponni,Ponni,8,ready,125,True
Baramati to Warehouse C,336 bags IR-64,IR-64,8,scheduled,87,True
Shirur to Warehouse A,425 bags IR-64,IR-64,16,scheduled,70,False
Bhosari to Warehouse C,107 bags Basmati,Basmati,19,standby,114,False
Shirur to Warehouse B,245 bags Ponni,Ponni,1,scheduled,20,False
Pimpri to Warehouse B,263 bags Basmati,Basmati,8,standby,21,True
Talegaon to Warehouse A,298 bags Basmati,Basmati,1,scheduled,66,False
Khed to Warehouse A,193 bags Swarna,Swarna,1,scheduled,54,True
Hadapsar to Warehouse A,281 bags Sona Masoori,Sona Masoori,9,standby,43,True
Indapur to Warehouse B,197 bags Swarna,Swarna,6,ready,160,True
Pimpri to Warehouse A,373 bags IR-64,IR-64,14,scheduled,143,False
Bhosari to Warehouse C,217 bags Basmati,Basmati,6,ready,121,True
Pimpri to Warehouse A,423 bags IR-64,IR-64,13,scheduled,161,True
Talegaon to Warehouse B,65 bags Swarna,Swarna,6,scheduled,36,False
Pimpri to Warehouse C,103 bags Swarna,Swarna,3,scheduled,143,True
Pimpri to Warehouse C,469 bags Sona Masoori,Sona Masoori,20,scheduled,158,True
Wagholi to Warehouse A,369 bags IR-64,IR-64,8,ready,60,False
Talegaon to Warehouse B,448 bags Basmati,Basmati,11,standby,62,False
Open Yard C to Warehouse C,182 bags IR-64,IR-64,13,ready,74,True
Daund to Warehouse C,413 bags Swarna,Swarna,6,standby,52,True
Indapur to Warehouse B,228 bags IR-64,IR-64,5,ready,27,True
Chakan to Warehouse C,492 bags Ponni,Ponni,7,standby,160,False
Wagholi to Warehouse B,99 bags Sona Masoori,Sona Masoori,13,ready,32,False
Sanaswadi to Warehouse C,254 bags IR-64,IR-64,10,scheduled,98,True
Hadapsar to Warehouse A,347 bags Swarna,Swarna,14,scheduled,16,False
Bhosari to Warehouse B,215 bags IR-64,IR-64,19,ready,116,False
Lonikand to Warehouse B,83 bags Sona Masoori,Sona Masoori,17,standby,69,True
Khed to Warehouse A,282 bags IR-64,IR-64,7,scheduled,161,True
Pimpri to Warehouse C,94 bags Ponni,Ponni,9,ready,99,False
Bhosari to Warehouse A,446 bags Swarna,Swarna,7,ready,163,False
Lonikand to Warehouse A,243 bags Swarna,Swarna,14,scheduled,107,False
Pimpri to Warehouse C,435 bags Ponni,Ponni,3,scheduled,112,False
Pimpri to Warehouse B,257 bags Sona Masoori,Sona Masoori,6,standby,65,False
Wagholi to Warehouse B,342 bags Ponni,Ponni,12,scheduled,41,False
Hadapsar to Warehouse B,391 bags Sona Masoori,Sona Masoori,9,standby,79,True
Wagholi to Warehouse C,103 bags Swarna,Swarna,5,ready,65,True
Baramati to Warehouse B,290 bags Basmati,Basmati,9,standby,61,True
Moshi to Warehouse A,398 bags Basmati,Basmati,5,scheduled,42,False
Hadapsar to Warehouse C,97 bags Ponni,Ponni,1,standby,80,False
Hadapsar to Warehouse A,282 bags Basmati,Basmati,4,standby,60,False
Shirur to Warehouse A,423 bags Ponni,Ponni,11,standby,144,True
Hadapsar to Warehouse A,292 bags Sona Masoori,Sona Masoori,1,ready,95,True
Daund to Warehouse B,94 bags IR-64,IR-64,11,scheduled,124,True
Khed to Warehouse C,200 bags IR-64,IR-64,3,scheduled,127,True
Pimpri to Warehouse C,373 bags Sona Masoori,Sona Masoori,13,standby,65,False
Wagholi to Warehouse B,371 bags Sona Masoori,Sona Masoori,12,ready,69,True
Lonikand to Warehouse C,374 bags Ponni,Ponni,6,ready,92,True
Baramati to Warehouse B,328 bags Ponni,Ponni,5,scheduled,52,True
Chakan to Warehouse C,118 bags Ponni,Ponni,19,scheduled,80,False
Indapur to Warehouse C,402 bags Sona Masoori,Sona Masoori,6,scheduled,92,False
Baramati to Warehouse A,395 bags Ponni,Ponni,14,scheduled,40,True
Chakan to Warehouse C,140 bags Basmati,Basmati,10,scheduled,169,True
Moshi to Warehouse B,214 bags IR-64,IR-64,14,ready,40,True
Hadapsar to Warehouse C,272 bags Sona Masoori,Sona Masoori,8,ready,134,False
Bhosari to Warehouse B,91 bags Swarna,Swarna,4,ready,17,False
Wagholi to Warehouse A,165 bags Swarna,Swarna,1,ready,75,False
Baramati to Warehouse A,115 bags Swarna,Swarna,9,ready,16,False
Pimpri to Warehouse B,172 bags Sona Masoori,Sona Masoori,6,standby,131,False
Bhosari to Warehouse A,389 bags Swarna,Swarna,20,ready,50,False
Baramati to Warehouse A,487 bags Sona Masoori,Sona Masoori,9,standby,156,False
Talegaon to Warehouse C,150 bags Sona Masoori,Sona Masoori,20,standby,180,False
Lonikand to Warehouse B,332 bags Swarna,Swarna,11,scheduled,157,False
Daund to Warehouse B,301 bags Basmati,Basmati,1,standby,170,True
Khed to Warehouse B,226 bags IR-64,IR-64,4,ready,100,False
Indapur to Warehouse A,183 bags Swarna,Swarna,4,ready,43,False
Daund to Warehouse A,327 bags Basmati,Basmati,2,standby,169,False
Talegaon to Warehouse B,294 bags Basmati,Basmati,10,ready,127,False
Bhosari to Warehouse C,373 bags Sona Masoori,Sona Masoori,19,ready,37,False
Talegaon to Warehouse B,387 bags Sona Masoori,Sona Masoori,20,ready,115,True
Chakan to Warehouse C,424 bags Sona Masoori,Sona Masoori,7,scheduled,99,False
Talegaon to Warehouse C,436 bags Ponni,Ponni,6,standby,44,True
Talegaon to Warehouse C,367 bags Swarna,Swarna,16,scheduled,70,False
Hadapsar to Warehouse B,324 bags Basmati,Basmati,20,scheduled,42,False
Lonikand to Warehouse B,259 bags IR-64,IR-64,17,ready,146,False
Daund to Warehouse C,344 bags IR-64,IR-64,5,ready,180,False
Hadapsar to Warehouse B,404 bags Swarna,Swarna,7,ready,118,True
Shirur to Warehouse B,99 bags Sona Masoori,Sona Masoori,15,standby,126,False
Bhosari to Warehouse A,376 bags Basmati,Basmati,20,ready,103,True
Pimpri to Warehouse B,239 bags Sona Masoori,Sona Masoori,14,scheduled,160,False
Shirur to Warehouse C,115 bags Ponni,Ponni,9,scheduled,120,True
Indapur to Warehouse A,360 bags Ponni,Ponni,15,scheduled,53,False
Open Yard C to Warehouse C,371 bags Basmati,Basmati,4,ready,163,True
Daund to Warehouse C,203 bags IR-64,IR-64,3,ready,159,True
Wagholi to Warehouse A,86 bags Basmati,Basmati,9,ready,23,False
Baramati to Warehouse B,125 bags Basmati,Basmati,5,scheduled,107,False
